Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
0,262.0,2,16499.0,2.0,4,0,96.0,6011.0,6,0,34.0,0,2,1,19.0
0,285.0,2,35634.0,1.0,2,6,102.0,3979.0,4,0,27.0,0,1,1,23.0
0,351.0,1,42017.0,7.0,4,0,87.0,6497.0,5,0,29.0,0,4,1,13.0
1,288.0,1,17684.0,10.0,3,6,70.0,10103.0,8,0,24.0,0,2,1,23.0
0,301.0,1,17715.0,2.0,4,14,86.0,10992.0,2,0,40.0,1,4,0,30.0
0,225.0,2,23326.0,15.0,3,0,83.0,2400.0,2,0,32.0,0,1,0,11.0
0,329.0,2,32112.0,17.0,2,0,102.0,6607.0,5,1,26.0,0,3,0,16.0
0,226.0,2,43696.0,20.0,2,1,60.0,6996.0,4,0,29.0,0,4,1,17.0
0,195.0,2,24036.0,1.0,3,0,82.0,4956.0,1,0,28.0,0,4,1,11.0
0,323.0,2,9462.0,2.0,3,6,74.0,2648.0,2,1,21.0,0,3,1,11.0
0,307.0,2,49611.0,2.0,2,6,59.0,16572.0,1,0,31.0,0,4,1,26.0
0,390.0,2,29206.0,1.0,3,0,117.0,2780.0,3,0,31.0,0,2,0,7.0
1,246.0,1,10799.0,29.0,2,6,88.0,3532.0,0,0,29.0,0,2,0,13.0
0,248.0,1,45927.0,7.0,3,0,125.0,2841.0,3,0,31.0,1,3,0,13.0
0,300.0,2,46498.0,2.0,2,0,59.0,5307.0,5,0,26.0,0,4,1,14.0
0,248.0,2,4536.0,2.0,1,14,98.0,2247.0,5,0,30.0,0,4,0,12.0
0,353.0,2,17125.0,2.0,3,14,91.0,16572.0,5,1,31.0,0,2,1,32.0
1,223.0,2,18567.0,2.0,4,0,102.0,3532.0,3,0,29.0,0,3,0,9.0
0,228.0,2,42386.0,2.0,3,6,90.0,6696.0,2,0,41.0,0,2,1,15.0
0,237.0,2,51256.0,23.0,3,6,82.0,5635.0,2,0,34.0,1,2,1,14.0
0,201.0,2,23663.0,5.0,2,0,104.0,4048.0,3,0,33.0,0,4,1,11.0
0,345.0,2,48531.0,20.0,2,6,101.0,13548.0,0,1,28.0,0,2,0,31.0
0,285.0,2,49156.0,6.0,3,0,59.0,3260.0,0,0,25.0,0,3,1,17.0
0,426.0,2,15863.0,1.0,3,6,105.0,16572.0,2,1,33.0,0,3,0,33.0
1,366.0,2,23365.0,29.0,4,0,103.0,11909.0,3,1,27.0,0,4,1,14.0
0,223.0,2,40584.0,9.0,3,6,108.0,2137.0,3,0,42.0,1,4,1,9.0
0,289.0,2,8032.0,6.0,4,6,123.0,6565.0,4,0,30.0,0,2,1,11.0
0,164.0,2,34906.0,3.0,2,6,114.0,3281.0,3,0,34.0,0,1,0,10.0
0,284.0,2,25520.0,1.0,4,6,101.0,13665.0,4,1,31.0,0,1,1,17.0
0,275.0,2,46067.0,22.0,3,0,96.0,12053.0,8,0,38.0,0,2,1,14.0
0,295.0,2,11305.0,7.0,2,6,67.0,5674.0,1,1,34.0,1,3,1,12.0
0,206.0,1,51826.0,1.0,3,0,104.0,6462.0,1,0,35.0,1,1,1,13.0
0,380.0,2,27948.0,4.0,1,0,117.0,16572.0,4,0,32.0,0,1,1,33.0
0,403.0,2,37499.0,3.0,4,6,62.0,16572.0,4,1,28.0,0,4,1,26.0
0,325.0,2,22265.0,1.0,1,0,119.0,4960.0,3,0,35.0,1,3,0,29.0
0,224.0,1,15523.0,2.0,2,0,63.0,4623.0,3,0,40.0,0,1,0,10.0
0,425.0,2,5195.0,20.0,2,14,63.0,5468.0,3,1,39.0,0,4,1,14.0
0,201.0,1,17400.0,11.0,2,6,76.0,4801.0,3,1,32.0,0,3,1,13.0
0,286.0,2,48069.0,1.0,3,0,59.0,2167.0,1,0,32.0,0,2,0,23.0
1,345.0,1,32250.0,24.0,3,0,56.0,3211.0,4,1,40.0,1,4,1,25.0
0,290.0,2,24122.0,23.0,4,0,108.0,5808.0,9,0,30.0,0,2,1,19.0
1,209.0,2,50769.0,16.0,4,6,57.0,2429.0,3,1,33.0,0,4,1,10.0
0,219.0,2,39144.0,8.0,2,0,80.0,3374.0,3,0,42.0,1,4,0,12.0
0,374.0,1,22302.0,10.0,4,0,52.0,16572.0,9,1,21.0,0,4,0,32.0
0,283.0,2,17754.0,3.0,3,14,51.0,4553.0,4,0,33.0,0,4,0,18.0
0,246.0,1,15578.0,5.0,3,1,103.0,2857.0,1,0,27.0,0,3,1,2.0
1,201.0,2,33286.0,4.0,4,1,65.0,5879.0,3,1,28.0,0,2,0,17.0
0,290.0,1,31162.0,9.0,3,6,73.0,2383.0,3,1,30.0,0,3,1,10.0
0,324.0,1,19487.0,26.0,3,1,94.0,13591.0,6,0,35.0,0,4,1,32.0
1,145.0,2,8091.0,3.0,3,0,66.0,1485.0,3,0,28.0,0,3,0,7.0
0,274.0,2,43169.0,16.0,3,1,113.0,8074.0,2,0,27.0,0,3,1,21.0
0,278.0,1,19859.0,18.0,4,0,96.0,3743.0,6,0,29.0,0,4,1,9.0
0,388.0,2,45609.0,2.0,3,6,107.0,5535.0,6,0,34.0,0,4,1,19.0
0,313.0,2,11751.0,2.0,4,0,105.0,16069.0,3,0,36.0,0,2,0,22.0
0,145.0,2,28457.0,10.0,3,6,77.0,1268.0,3,0,30.0,0,1,0,3.0
0,218.0,2,51707.0,16.0,2,6,84.0,5731.0,2,0,41.0,0,3,0,16.0
0,242.0,2,7686.0,7.0,3,14,112.0,6979.0,6,0,27.0,0,2,1,19.0
0,300.0,2,39666.0,1.0,3,6,66.0,9676.0,2,0,28.0,0,1,1,23.0
0,281.0,2,38713.0,24.0,4,0,71.0,5731.0,7,0,28.0,0,3,1,17.0
0,248.0,2,31755.0,7.0,3,0,100.0,5535.0,2,0,38.0,0,3,1,14.0
0,300.0,2,29756.0,25.0,2,0,96.0,12109.0,3,0,33.0,0,3,1,26.0
0,444.0,2,13696.0,1.0,4,0,49.0,5710.0,2,1,32.0,0,4,1,17.0
0,245.0,2,24228.0,5.0,4,14,105.0,4869.0,1,1,20.0,0,3,1,11.0
0,243.0,2,3752.0,2.0,3,5,80.0,6476.0,4,0,20.0,0,4,0,15.0
0,346.0,1,43761.0,7.0,3,0,116.0,5271.0,1,0,40.0,0,1,1,28.0
0,240.0,2,6766.0,2.0,4,0,44.0,2758.0,2,1,26.0,0,2,1,12.0
0,253.0,1,19409.0,5.0,4,0,86.0,11940.0,8,0,23.0,0,2,1,18.0
0,304.0,2,4145.0,10.0,1,6,117.0,16572.0,2,1,27.0,0,4,0,27.0
0,328.0,1,6525.0,10.0,4,0,47.0,2500.0,0,0,39.0,0,1,0,11.0
0,374.0,2,38226.0,1.0,2,14,105.0,14017.0,9,1,26.0,0,4,0,33.0
1,402.0,2,25362.0,8.0,4,6,103.0,5000.0,3,0,23.0,0,1,0,16.0
0,208.0,2,42738.0,5.0,3,0,96.0,2529.0,2,1,27.0,0,2,0,11.0
0,251.0,2,20631.0,8.0,2,14,80.0,5279.0,3,1,20.0,0,4,0,21.0
0,210.0,2,48253.0,2.0,3,0,94.0,4536.0,1,1,28.0,0,1,0,9.0
0,238.0,2,24239.0,7.0,3,1,89.0,7597.0,6,0,28.0,0,4,1,18.0
0,247.0,2,35682.0,2.0,4,6,96.0,5118.0,8,0,34.0,0,3,0,10.0
1,225.0,2,40535.0,2.0,4,6,104.0,3515.0,7,1,23.0,0,4,0,5.0
0,231.0,2,44664.0,28.0,2,6,84.0,5821.0,1,0,29.0,0,4,1,21.0
0,243.0,1,27981.0,7.0,2,0,71.0,8993.0,2,0,39.0,1,1,1,19.0
0,304.0,1,23556.0,7.0,2,6,78.0,16572.0,1,0,36.0,0,1,1,24.0
1,303.0,2,40717.0,3.0,2,6,58.0,5291.0,5,1,36.0,0,1,0,20.0
0,253.0,1,17837.0,10.0,3,1,70.0,4731.0,5,0,27.0,0,3,0,10.0
0,364.0,2,51912.0,5.0,5,0,54.0,16572.0,5,0,26.0,0,2,1,29.0
0,328.0,1,19614.0,10.0,4,0,97.0,5310.0,3,0,28.0,0,2,1,13.0
0,211.0,2,7405.0,1.0,1,1,90.0,6408.0,1,1,24.0,0,4,1,11.0
0,415.0,1,32529.0,20.0,4,0,58.0,4916.0,3,0,26.0,0,4,0,27.0
0,335.0,2,35085.0,7.0,3,0,65.0,10049.0,8,0,36.0,0,1,1,17.0
0,346.0,2,19271.0,8.0,4,10,96.0,3745.0,10,0,34.0,0,1,1,18.0
0,310.0,2,39385.0,1.0,2,6,73.0,7523.0,2,1,38.0,1,3,1,14.0
1,223.0,2,11174.0,8.0,4,10,87.0,2182.0,3,1,27.0,0,4,0,10.0
0,228.0,2,25888.0,9.0,5,10,46.0,4032.0,1,0,41.0,0,3,0,11.0
0,239.0,2,19987.0,5.0,3,1,48.0,6187.0,1,0,33.0,0,3,1,19.0
0,216.0,2,39599.0,8.0,4,1,78.0,6263.0,3,0,34.0,0,1,1,13.0
0,283.0,2,41765.0,5.0,2,6,78.0,6405.0,7,0,38.0,0,3,1,12.0
0,297.0,2,12048.0,15.0,2,0,114.0,11564.0,0,1,23.0,0,2,1,17.0
0,242.0,2,43178.0,7.0,4,6,51.0,7198.0,2,1,25.0,0,3,0,14.0
0,222.0,2,5095.0,10.0,1,1,56.0,8325.0,2,1,29.0,0,1,1,12.0
0,276.0,2,45403.0,5.0,4,14,85.0,8146.0,1,0,33.0,0,4,0,21.0
0,187.0,2,45861.0,26.0,1,0,107.0,2958.0,2,0,24.0,0,3,1,11.0
0,322.0,2,16959.0,6.0,3,6,111.0,6090.0,6,1,34.0,0,4,0,12.0
0,359.0,1,45869.0,4.0,1,6,125.0,3026.0,5,0,31.0,0,1,0,10.0
0,320.0,2,28397.0,23.0,5,0,63.0,16057.0,2,0,30.0,0,2,0,22.0
0,226.0,2,26154.0,2.0,3,0,79.0,4695.0,1,0,31.0,0,1,1,13.0
0,326.0,2,19096.0,2.0,1,14,70.0,2748.0,0,1,22.0,0,3,1,10.0
0,246.0,2,37209.0,2.0,3,6,92.0,2433.0,2,0,31.0,0,3,1,12.0
0,368.0,2,18599.0,29.0,1,6,109.0,12561.0,5,0,33.0,1,2,1,22.0
0,292.0,2,46218.0,6.0,3,6,72.0,6032.0,5,1,25.0,0,1,1,18.0
0,230.0,2,22478.0,25.0,2,14,98.0,4793.0,7,1,18.0,0,2,1,10.0
0,201.0,2,32706.0,1.0,3,0,74.0,5353.0,3,0,34.0,0,2,1,13.0
0,324.0,2,46662.0,2.0,4,10,107.0,6838.0,3,0,36.0,1,2,0,19.0
1,164.0,1,26508.0,1.0,1,14,115.0,2240.0,2,1,26.0,0,3,0,9.0
0,277.0,2,29621.0,1.0,5,6,63.0,6718.0,6,0,36.0,0,2,0,10.0
0,281.0,1,18980.0,3.0,4,6,63.0,9766.0,5,0,34.0,0,1,1,21.0
0,436.0,2,20808.0,1.0,4,6,100.0,6807.0,3,0,24.0,0,3,0,22.0
0,311.0,2,41040.0,10.0,4,0,63.0,2280.0,3,1,27.0,0,3,1,11.0
0,165.0,2,31381.0,9.0,2,6,56.0,2670.0,1,0,34.0,1,3,0,4.0
1,257.0,2,12303.0,5.0,3,1,55.0,2918.0,3,1,26.0,0,2,0,2.0
0,289.0,2,32282.0,10.0,3,6,118.0,3515.0,7,0,31.0,1,2,1,22.0
0,350.0,2,40096.0,7.0,4,6,49.0,5322.0,4,0,30.0,0,3,0,16.0
1,318.0,1,5064.0,4.0,3,1,68.0,9418.0,3,0,39.0,0,3,0,9.0
0,387.0,2,36661.0,10.0,3,14,124.0,10550.0,6,0,38.0,0,4,0,29.0
1,307.0,2,20177.0,22.0,2,1,89.0,6434.0,3,1,31.0,0,1,1,16.0
0,239.0,2,14336.0,9.0,4,0,64.0,2712.0,2,1,25.0,0,4,0,6.0
1,170.0,2,5515.0,12.0,3,0,105.0,2762.0,2,0,31.0,0,4,0,7.0
0,227.0,2,44955.0,23.0,3,0,68.0,2257.0,9,0,29.0,0,4,0,12.0
0,269.0,2,26476.0,9.0,4,0,122.0,6593.0,11,0,39.0,0,3,0,17.0
0,213.0,2,51467.0,1.0,2,6,103.0,3870.0,3,0,24.0,0,2,1,10.0
0,219.0,2,10679.0,9.0,4,0,108.0,5315.0,3,0,23.0,0,4,0,14.0
0,382.0,2,44188.0,7.0,3,10,43.0,11021.0,10,0,42.0,1,3,0,31.0
0,391.0,2,41287.0,14.0,2,0,105.0,4997.0,4,0,31.0,0,3,1,23.0
0,278.0,2,11564.0,2.0,3,0,115.0,2608.0,6,0,21.0,0,2,1,7.0
1,268.0,2,47729.0,19.0,3,1,82.0,5350.0,8,1,35.0,0,2,0,10.0
0,427.0,2,45931.0,2.0,3,0,114.0,16572.0,4,1,27.0,0,3,0,31.0
0,194.0,2,48033.0,10.0,4,1,100.0,4309.0,3,1,27.0,0,4,1,7.0
0,234.0,2,7108.0,2.0,1,14,90.0,2544.0,3,0,33.0,0,1,1,8.0
1,204.0,1,20170.0,3.0,1,14,86.0,3161.0,0,0,37.0,1,3,0,7.0
0,177.0,2,8902.0,11.0,3,6,53.0,2313.0,1,0,35.0,0,4,1,10.0
0,281.0,2,5797.0,2.0,2,6,70.0,7654.0,2,0,28.0,0,2,1,17.0
1,236.0,1,16285.0,4.0,3,14,58.0,2340.0,11,1,37.0,1,3,0,13.0
0,283.0,2,38791.0,14.0,3,0,117.0,3089.0,2,0,33.0,0,3,1,24.0
0,308.0,2,26623.0,2.0,2,1,57.0,5765.0,7,0,24.0,0,3,1,13.0
0,326.0,2,7073.0,1.0,4,0,106.0,2626.0,5,0,37.0,0,2,1,16.0
0,292.0,2,45734.0,10.0,4,0,67.0,4258.0,4,1,29.0,0,4,0,25.0
0,329.0,2,34420.0,12.0,3,0,78.0,14392.0,1,0,18.0,0,3,1,33.0
0,313.0,2,19481.0,2.0,3,6,98.0,3502.0,7,0,39.0,1,2,1,26.0
0,419.0,2,28792.0,5.0,2,6,106.0,16572.0,4,0,23.0,0,3,1,29.0
0,260.0,2,48382.0,4.0,4,1,91.0,6601.0,11,0,31.0,0,1,1,9.0
0,243.0,2,16843.0,7.0,2,6,54.0,4363.0,3,0,35.0,0,2,1,20.0
0,329.0,1,11017.0,21.0,3,6,76.0,2313.0,9,0,33.0,1,1,1,15.0
0,330.0,2,51593.0,8.0,4,10,98.0,4583.0,5,1,28.0,0,4,0,11.0
0,194.0,2,31236.0,4.0,2,0,123.0,4549.0,3,1,23.0,0,2,0,12.0
0,291.0,2,37252.0,25.0,5,6,96.0,4512.0,5,1,36.0,0,1,1,21.0
0,245.0,2,11555.0,1.0,2,0,119.0,2270.0,3,0,20.0,0,3,1,11.0
0,299.0,1,42672.0,1.0,1,0,65.0,16572.0,3,1,30.0,0,3,1,22.0
0,432.0,1,31750.0,6.0,3,0,98.0,13269.0,10,0,26.0,0,4,1,33.0
0,235.0,2,37917.0,12.0,3,14,102.0,6635.0,0,0,28.0,0,2,0,10.0
0,318.0,2,22624.0,1.0,3,1,72.0,8446.0,1,0,36.0,0,3,1,18.0
0,215.0,2,45547.0,17.0,2,6,106.0,4614.0,2,0,26.0,0,4,1,12.0
1,197.0,2,24119.0,3.0,3,6,106.0,4086.0,6,0,23.0,0,3,1,14.0
0,401.0,2,11204.0,3.0,3,6,55.0,8019.0,2,1,35.0,0,3,0,33.0
0,348.0,2,6765.0,10.0,2,0,79.0,2701.0,3,0,36.0,1,4,1,16.0
0,403.0,2,52192.0,4.0,2,0,47.0,16572.0,4,0,32.0,0,4,0,33.0
0,322.0,1,18678.0,29.0,2,0,102.0,4612.0,3,0,21.0,0,2,1,26.0
0,239.0,2,11140.0,2.0,3,0,58.0,6144.0,3,0,39.0,1,3,0,16.0
0,462.0,2,14822.0,7.0,3,0,53.0,16572.0,7,0,30.0,0,4,0,33.0
0,355.0,2,52014.0,18.0,3,6,99.0,4876.0,2,0,25.0,0,3,1,24.0
0,323.0,1,47935.0,28.0,4,14,111.0,4585.0,0,0,24.0,0,4,1,11.0
1,194.0,2,50726.0,1.0,1,14,78.0,3258.0,3,1,27.0,0,2,0,15.0
1,264.0,1,10403.0,6.0,2,1,48.0,2404.0,2,0,26.0,0,4,1,8.0
0,299.0,1,52207.0,2.0,2,0,61.0,1769.0,2,1,32.0,1,3,1,8.0
0,306.0,2,48979.0,2.0,4,0,94.0,16572.0,2,0,32.0,0,4,0,22.0
0,209.0,2,47257.0,23.0,3,0,101.0,2943.0,1,0,34.0,1,2,1,9.0
0,231.0,2,49044.0,3.0,3,0,79.0,2144.0,6,0,27.0,0,3,1,12.0
0,232.0,2,34554.0,3.0,4,6,106.0,11985.0,1,0,39.0,0,3,0,14.0
1,225.0,2,14342.0,25.0,5,14,86.0,2606.0,7,0,36.0,0,2,0,9.0
1,150.0,2,17173.0,2.0,2,14,74.0,2626.0,1,0,24.0,0,3,0,8.0
0,236.0,2,48980.0,22.0,4,10,80.0,8476.0,1,0,23.0,0,3,0,14.0
0,436.0,2,7402.0,29.0,3,1,77.0,14177.0,4,0,30.0,0,3,1,33.0
0,386.0,2,38514.0,29.0,4,0,105.0,16572.0,2,0,25.0,0,2,1,33.0
0,231.0,2,39104.0,2.0,3,6,64.0,2628.0,1,0,24.0,0,3,0,17.0
0,462.0,1,52512.0,28.0,3,1,92.0,10327.0,6,0,31.0,0,4,0,28.0
0,363.0,2,34448.0,2.0,2,6,76.0,5134.0,6,0,33.0,0,3,1,21.0
0,359.0,2,35357.0,2.0,3,0,61.0,16572.0,7,0,34.0,0,3,0,27.0
0,270.0,2,5087.0,22.0,3,0,61.0,4286.0,2,0,30.0,0,3,0,14.0
0,413.0,2,19232.0,8.0,4,0,60.0,3839.0,9,0,21.0,0,3,0,27.0
0,263.0,2,45651.0,2.0,4,0,78.0,2829.0,5,0,34.0,0,3,1,23.0
0,351.0,2,39423.0,10.0,3,1,111.0,9143.0,3,1,30.0,0,3,1,19.0
0,240.0,2,44627.0,9.0,1,0,57.0,10716.0,3,0,38.0,1,4,1,17.0
1,259.0,2,44734.0,15.0,1,6,78.0,13674.0,8,1,22.0,0,4,0,20.0
1,259.0,2,20599.0,10.0,1,6,56.0,3466.0,7,0,31.0,0,1,1,13.0
0,232.0,2,14509.0,7.0,1,1,67.0,3045.0,0,0,29.0,0,1,0,7.0
0,272.0,2,44702.0,16.0,3,0,87.0,7700.0,4,1,24.0,0,3,0,18.0
1,244.0,1,18727.0,20.0,3,0,87.0,9876.0,5,0,26.0,0,1,0,18.0
1,267.0,1,34633.0,23.0,3,5,55.0,10018.0,9,1,30.0,0,3,1,19.0
0,321.0,1,51629.0,5.0,2,10,114.0,2147.0,6,0,33.0,0,4,1,16.0
0,284.0,2,22266.0,10.0,4,6,57.0,10041.0,1,0,24.0,0,4,0,13.0
1,171.0,1,47921.0,4.0,1,14,108.0,3949.0,7,0,34.0,0,3,0,11.0
0,373.0,2,5764.0,2.0,5,1,55.0,4098.0,2,0,28.0,0,1,1,21.0
0,426.0,2,39144.0,18.0,5,0,101.0,16572.0,3,0,35.0,1,4,0,33.0
0,322.0,2,9390.0,10.0,2,0,76.0,6286.0,9,0,30.0,0,4,0,18.0
0,270.0,2,21710.0,1.0,3,1,95.0,4768.0,9,0,26.0,0,3,0,17.0
0,307.0,2,10624.0,6.0,3,0,92.0,13291.0,8,0,34.0,0,3,0,26.0
0,299.0,1,15563.0,8.0,1,0,64.0,3811.0,1,0,24.0,0,1,1,14.0
0,239.0,2,29017.0,2.0,1,0,90.0,6641.0,6,1,23.0,0,3,0,19.0
0,325.0,2,11213.0,24.0,3,6,67.0,7459.0,1,1,35.0,1,4,1,12.0
0,350.0,2,19685.0,2.0,3,10,80.0,4862.0,1,0,34.0,0,2,1,16.0
1,205.0,1,14947.0,17.0,4,0,68.0,2794.0,2,1,32.0,0,2,1,17.0
0,226.0,2,8174.0,19.0,3,14,48.0,4320.0,5,0,35.0,0,2,1,12.0
0,259.0,2,32315.0,1.0,5,6,114.0,16248.0,6,0,41.0,0,3,1,13.0
0,241.0,2,24139.0,7.0,3,0,58.0,11608.0,10,0,30.0,1,3,1,17.0
1,144.0,1,45753.0,5.0,3,1,87.0,1933.0,3,1,31.0,0,4,0,7.0
0,310.0,2,38329.0,28.0,3,10,73.0,10992.0,4,0,30.0,0,3,1,26.0
0,315.0,2,17863.0,2.0,4,10,88.0,6866.0,2,1,36.0,0,1,0,13.0
0,203.0,2,27175.0,29.0,2,6,59.0,4364.0,6,0,25.0,0,1,1,10.0
0,273.0,2,6886.0,1.0,3,6,101.0,4912.0,1,0,28.0,0,4,0,10.0
0,264.0,2,9083.0,21.0,4,0,91.0,5386.0,3,0,26.0,0,4,0,15.0
1,203.0,2,16527.0,24.0,3,14,84.0,2408.0,3,1,35.0,0,2,0,9.0
0,284.0,2,28009.0,1.0,3,14,78.0,7551.0,4,0,36.0,0,4,0,16.0
0,353.0,1,36246.0,18.0,1,6,107.0,10587.0,7,0,23.0,0,4,0,29.0
0,319.0,2,44721.0,2.0,5,0,108.0,16572.0,7,0,28.0,0,2,1,26.0
0,285.0,2,5021.0,9.0,4,6,85.0,8878.0,1,0,27.0,0,4,1,16.0
0,397.0,2,33502.0,6.0,2,14,97.0,5632.0,3,1,28.0,0,2,1,26.0
1,254.0,2,51635.0,11.0,4,10,76.0,4756.0,8,0,32.0,0,4,0,16.0
0,190.0,1,18776.0,24.0,3,6,61.0,2459.0,1,0,31.0,0,3,1,5.0
0,295.0,2,52373.0,10.0,3,6,95.0,9885.0,3,0,26.0,0,3,1,23.0
0,292.0,2,15651.0,1.0,4,0,91.0,6510.0,7,0,23.0,0,2,1,16.0
0,377.0,2,43629.0,18.0,4,0,78.0,16572.0,3,1,39.0,0,3,1,33.0
0,192.0,2,24229.0,23.0,3,6,105.0,2795.0,1,1,25.0,0,2,1,7.0
0,205.0,2,24666.0,28.0,2,1,82.0,6337.0,3,0,42.0,1,4,1,9.0
0,191.0,2,28843.0,17.0,2,10,111.0,2174.0,2,0,29.0,1,4,1,5.0
0,389.0,1,43647.0,3.0,3,6,117.0,16572.0,1,0,27.0,0,3,1,33.0
0,196.0,2,21809.0,13.0,1,6,60.0,2156.0,2,0,25.0,0,3,0,11.0
1,193.0,1,45095.0,7.0,3,0,70.0,2951.0,2,1,34.0,0,4,1,10.0
1,231.0,1,15740.0,12.0,4,0,86.0,2091.0,3,0,37.0,0,3,1,6.0
0,268.0,2,8929.0,1.0,2,0,92.0,3670.0,2,1,32.0,0,4,1,8.0
1,239.0,2,47831.0,13.0,4,6,54.0,4289.0,4,0,25.0,0,3,0,12.0
0,277.0,2,18881.0,25.0,2,10,78.0,3738.0,6,0,21.0,0,4,0,13.0
0,244.0,2,18419.0,6.0,4,6,82.0,5516.0,6,0,36.0,1,4,1,15.0
0,213.0,2,27965.0,6.0,4,6,83.0,2242.0,1,0,24.0,0,3,1,12.0
0,282.0,2,19588.0,2.0,3,1,100.0,9654.0,4,1,33.0,0,3,1,21.0
0,165.0,2,33608.0,1.0,3,0,105.0,2897.0,3,0,21.0,0,4,0,10.0
0,325.0,2,21816.0,2.0,4,0,100.0,4142.0,3,0,26.0,0,2,1,19.0
0,329.0,2,27405.0,6.0,4,10,68.0,16572.0,4,1,29.0,0,3,1,28.0
0,293.0,2,12726.0,1.0,1,0,64.0,2680.0,4,0,25.0,0,4,0,14.0
0,330.0,1,35092.0,9.0,5,6,90.0,5736.0,5,1,25.0,0,2,1,16.0
0,372.0,2,43303.0,1.0,4,0,58.0,15449.0,9,0,30.0,0,1,1,24.0
0,342.0,2,38979.0,1.0,4,0,69.0,6036.0,5,0,34.0,0,2,0,16.0
0,265.0,2,7182.0,14.0,3,14,40.0,2651.0,2,1,38.0,0,4,1,15.0
1,210.0,2,49752.0,2.0,1,1,103.0,3098.0,1,0,32.0,0,2,1,12.0
0,166.0,2,47056.0,22.0,1,14,59.0,3505.0,1,0,24.0,0,3,0,7.0
0,342.0,2,46079.0,3.0,4,10,49.0,16572.0,6,1,34.0,0,1,1,33.0
0,171.0,2,21179.0,6.0,1,6,91.0,2830.0,2,0,37.0,1,4,0,4.0
0,254.0,2,42616.0,8.0,4,1,51.0,7155.0,1,0,28.0,0,4,0,8.0
0,249.0,2,22658.0,9.0,4,0,111.0,6378.0,3,1,23.0,0,4,1,13.0
0,232.0,1,5654.0,3.0,3,6,91.0,2130.0,3,0,31.0,1,3,1,5.0
0,403.0,2,8377.0,1.0,1,6,49.0,8444.0,7,0,38.0,1,4,0,22.0
0,266.0,2,48945.0,1.0,5,0,59.0,2759.0,1,0,28.0,0,4,1,17.0
1,349.0,1,10757.0,26.0,4,0,124.0,4341.0,3,0,30.0,0,4,1,7.0
0,210.0,2,34727.0,6.0,3,0,80.0,2712.0,1,1,29.0,0,3,1,4.0
0,284.0,2,16910.0,3.0,3,10,55.0,9487.0,3,0,23.0,0,3,1,17.0
0,222.0,2,41208.0,3.0,2,6,76.0,5610.0,3,0,31.0,0,1,1,10.0
0,273.0,2,35637.0,6.0,4,0,99.0,6697.0,1,0,31.0,0,2,0,22.0
0,255.0,1,45409.0,6.0,3,0,42.0,7789.0,3,0,31.0,1,3,1,20.0
0,416.0,2,13952.0,19.0,4,6,100.0,10788.0,3,0,31.0,0,3,1,20.0
0,278.0,2,32013.0,9.0,2,6,67.0,8895.0,2,1,23.0,0,3,1,18.0
0,215.0,2,39074.0,3.0,4,6,72.0,2099.0,2,0,33.0,0,4,0,11.0
1,160.0,2,47722.0,10.0,1,6,48.0,1061.0,3,1,18.0,0,4,0,7.0
1,252.0,1,37706.0,3.0,3,0,88.0,3404.0,1,1,27.0,0,1,0,16.0
0,274.0,2,25501.0,3.0,3,0,59.0,1330.0,3,0,32.0,0,3,1,3.0
0,179.0,2,31021.0,4.0,3,6,80.0,2878.0,3,0,23.0,0,1,1,7.0
0,196.0,2,28389.0,8.0,3,0,81.0,4916.0,0,0,38.0,1,3,1,11.0
0,299.0,2,8564.0,7.0,4,1,69.0,4080.0,1,0,31.0,1,1,0,9.0
0,230.0,1,28266.0,1.0,4,0,90.0,2776.0,2,0,34.0,0,4,1,13.0
0,373.0,2,28657.0,2.0,1,1,78.0,8169.0,4,0,25.0,0,4,0,19.0
0,211.0,1,49391.0,3.0,1,6,90.0,4697.0,2,1,32.0,1,2,1,13.0
0,289.0,2,42917.0,10.0,2,0,93.0,4734.0,3,0,30.0,0,1,0,11.0
0,383.0,2,42283.0,28.0,1,6,90.0,3275.0,1,1,22.0,0,3,1,25.0
0,269.0,2,50529.0,9.0,3,6,58.0,8684.0,2,0,24.0,0,2,0,15.0
1,194.0,2,24299.0,3.0,2,0,89.0,4641.0,10,0,34.0,0,1,0,8.0
0,305.0,2,14327.0,2.0,4,14,98.0,4616.0,2,0,20.0,0,1,0,24.0
0,255.0,2,32565.0,10.0,3,1,74.0,5451.0,3,0,25.0,0,4,0,18.0
1,381.0,1,19707.0,8.0,2,14,61.0,6857.0,3,1,25.0,0,1,1,20.0
0,299.0,2,28985.0,1.0,4,0,51.0,7673.0,0,0,25.0,0,3,0,16.0
0,212.0,2,21333.0,1.0,2,0,80.0,7484.0,2,0,30.0,0,4,0,15.0
0,250.0,2,35670.0,3.0,2,0,57.0,11219.0,3,0,34.0,0,4,0,16.0
0,363.0,2,24642.0,14.0,4,1,60.0,5007.0,3,0,28.0,0,4,0,28.0
0,309.0,1,20350.0,5.0,4,0,71.0,10536.0,5,1,27.0,1,3,1,22.0
